"taskID","description","reverseCard","comments","discoveryDate","cardNumber","excavatorName","userID","inputBy","imageURL","imageTitle","Processing","project"
62049,"Plundered.
Rect. Shaft, brick lined down to hard gebel, plastered on the inside with mud and whitened.
Shaft 270 x 105. Sides 32 thick. Depth 290. Shaft NW & SE.
One chamber at the N end.","","","Dec. 29th","W.9","Umbarrak",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22441693723","AB.TC.W.09","superuser","abydosTombW"
62050,"Rect. shaft. Brick-lined with one chamber at the NW end.
Group of pottery.
Coffin & bones very much charred.","","","Jan. 1st","W.10","Umbarrak",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/23062898255","AB.TC.W.10","superuser","abydosTombW"
62051,"Plundered
Rect. shaft brick lined, chamber at either end. Shaft NW & SE.
In shaft & N chamber: A large number of small mud vases [drawing], Some dôm palm nuts, Three carnelian beads [drawings], portion of a haematite kohl sitck, an Inlaid eye, broken stone kohl pot [drawing], Pottery, one flint flake, one blue uninscribed scarab, Various blue beads one of this shape [drawing].
In S chamber: Group of pottery, Alabaster kohl pot [drawing], fragment of a haematite kohl stick, one shell.
See over","","","Jan. 2nd","W11","Sawag",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22441693263","AB.TC.W.11a","superuser","abydosTombW"
62052,"Ivory handle set in a copper grip [drawing]","","Reverse of card W11?","","","",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22440118994","AB.TC.W.11b","superuser","abydosTombW"
62053,"Plundered.
Rect. shaft brick lined. Shaft NW & SE. At the N. end one chamber & two at the S end.
In the shaft were portions of ox skulls & several horns, one skull & one of the horns showed traces of red colouring.
Shaft 265 x 100.
A little pottery.","","","Jan. 2nd.","W.12","Kasâr",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/23049303112","AB.TC.W.12","superuser","abydosTombW"
62054,"Plundered.
Rect. brick lined shaft. Shaft WNW by SE.
A few pieces of pottery.","","","Jan. 2nd","W.13","Umbarrak",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22441692373","AB.TC.W.13","superuser","abydosTombW"
62055,"Plundered.
Rect. shaft, brick lined, shaft NW & SE. Chamber at either end.","","","Jan. 3rd","W14","Umbarrak",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/23074069021","AB.TC.W.14","superuser","abydosTombW"
62056,"Plundered.
Rect. shaft, brick lined, shaft NW  & SE. Chamber at N only.
Two or three vase, a few small blue shabtis, three circular blue beads.","","","Jan. 3rd","W15","Sawag",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22441691903","AB.TC.W.15","superuser","abydosTombW"
62057,"Plundered.
Rect. brick lined shaft. Shaft NW & SE.
Skull of a small rodent, A few vases, Nuts of [...] dôm palm.","","","Jan. 2nd","W.16","Kasâr",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22440115154","AB.TC.W.16","superuser","abydosTombW"
62058,"Brick lined Rect. shat. Shaft NW & SE. A chamber at either end.
Traces of burning in both chambers.
A number of blue beads, Group of pottery, A number of marine shells three species, Two carnelian beads [drawing], Small blue beads [drawing], one blue glass bead.","","","Jan. 3rd","W17","Umbarrak",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22644548047","AB.TC.W.17","superuser","abydosTombW"
62059,"Plundered.
Rect. brick lined shaft. Abandoned.","","","Jan. 3rd","W18","M.Owad",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22644490458","AB.TC.W.18","superuser","abydosTombW"
62060,"Plundered.
Rect. brick lined shaft. Shaft NW & SE.
Several skulls of a small rodent, head of a clay figurine [drawing], 1 small mud vase [drawing].","","","Jan. 4th","W19","M. Owad",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/23049301512","AB.TC.W.19","superuser","abydosTombW"
62061,"Plundered.
Rect. shaft, brick lined, shaft NW & SE. Chamber at N. end.
One vase with incised pattern [drawing].","","","Jan. 3rd","W20","Umbarrak",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22441690663","AB.TC.W.20","superuser","abydosTombW"
62062,"Plundered.
Rect. brick lined shaft at a considerable depth below the surface, o
Fragment of two wooden hawks (painted), fragment of a coffin face covered with gold foil, One murex sp, Nuts of dôm palm, Two or three small mud vases, Some pottery.","","","Jan. 3rd","W21","Kasar",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22644489668","AB.TC.W.21","superuser","abydosTombW"
62063,"Plundered
Rect. brick lined shaft. Shaft NW & SE
Abandoned dangerous","","","Jan. 5th","W22","Kasâr",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/23036855396","AB.TC.W.22","superuser","abydosTombW"
62064,"Plundered
Rect. brick lined shaft. Shaft NW & SE
Fragment of alabaster vase [drawing], Fragment of ivory","","","Jan. 5th","W23","Umbarrak",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22644489148","AB.TC.W.23","superuser","abydosTombW"
62065,"Plundered
Rect. brick lined shaft.","","","Jan. 4th","W.24","Sawag",580,"Susan Magyarody; Denis Antoine","https://www.flickr.com/photos/25459876@N04/22440114964","AB.TC.W.24","superuser","abydosTombW"
