"taskID","description","reverseCard","comments","discoveryDate","cardNumber","excavatorName","inputBy","userID","imageURL"
66159,"In a narrow grave in the gebel a long rectangular
coffin containing a skeleton of an old woman.
the coffin has apparently been carelessly lowered
into the grave & the skeleton was crouched 
at one end. The coffin has been almost completely 
destroyed by white ants (?)
The coffin measured 5'11'' x 1'9""
A single cylindrical steatite bead was found under the neck bones
5 ft, below surface, of top of coffin ","","","n/a","n/a","Edward N. Reynton","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23717921512"
,,,,,,,,,
,,,,,,,,,
66160,"Cemetery: F.","","","Nov 16.","4 A.","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23530624060"
66160,"","","No descriptive information.","Nov. 16","4A","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23530624060"
66160,"","","","16 November 1908-9","F. 4 A.","n/a","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23530624060"
,,,,,,,,,
,,,,,,,,,
66161,"[plan] 4' deep + 12"" loose sand.
Empty.
Edward R. Ayrton","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23743836611"
66161,"4' deep x 12"" loose sand.
Empty.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23743836611"
66161,"4' deep + 12"" loose sand 
empty","","","n/a","n/a","Edward N. Reynton","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23743836611"
,,,,,,,,,
,,,,,,,,,
66162,"Cemetery: F.","reverseCard","","Nov. 16.","4.","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23198183814"
66162,"","","No descriptive information.","Nov. 16","4","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23198183814"
66162,"","","","16 November 1908-9","F. 4","n","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23198183814"
,,,,,,,,,
,,,,,,,,,
66163,"[plan]
Depth 5' 0. absolutely empty.
Edward R. Ayrton.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23198183654"
66163,"Depth 5.0"". Absolutely empty.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23198183654"
66163,"depth 5'.0 absolutely empty ","","","n/a","n/a","Edward N. Reynton","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23198183654"
,,,,,,,,,
,,,,,,,,,
66164,"Cemetery: F.","","","Nov. 16.","5.","Abd el Megid el Kasar.","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23826308285"
66164,"","","No descriptive information.","Nov. 16","5","Abdel Magid el Kasar","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23826308285"
66164,"","","","16 November 1908-9","F. 5","absel Megid el Kassan","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23826308285"
,,,,,,,,,
,,,,,,,,,
66165,"Grave 36"" x 63"" [...] 4' from surface to bottom of grave
[plan]
Only sternum, vertebra and 1/2 pelvis on floor of N. corner.
Edward R. Ayrton.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23458364489"
66165,"Grave 36"" x 63"" [...] 4' from surface to bottom of grave.
Only sternum, vertebra and ½ pelvis on floor of N corner.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23458364489"
66165,"Grave 36"" x 63"" [..] 4' [...] surface to bottom of grave 
only sternum, [..] and 1/2 pelvis on floor [...] of N. corner ","","","n/a","n/a","Edward N. Reynton","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23458364489"
,,,,,,,,,
,,,,,,,,,
66166,"Cemtery: F.
XVIII dyn.
Pointed wide mouthed vase of white pottery [drawing] / D. 1.","","","Nov. 16.","6.","Ibrahim Suleyman.","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23199508183"
66166,"Painted wide-mouthed vase of white pottery.","","","Nov. 16","6","Ibrahim Suleyman","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23199508183"
66166,"dynasty: XVIII
Pointed wide [...] [...] of white pottery (in margin) D. 1","","","16 November 1908-9","F. 6","Shakim Sulegman","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23199508183"
,,,,,,,,,
,,,,,,,,,
66167,"Oblong grave with rectangular wooden coffin.
Two finger & a portion of another bone in the bottom at SE corner. Against NW corner of coffin a pottery vase.
Grave 5' x 3'. Coffin 5' 9"" x 1' 4 1/2"". Bottom of coffin [...] 5' fr. surface of desert.
[plan]
Edward R. Ayrton.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23826307675"
66167,"Oblong grave with rectangular wooden coffin. Two fingers & a portion of another bone in the bottom at SE corner. Against NW corner of coffin a pottery vase.
Grave 5' x 3'. 
Coffin 5'9"" x 1'4½""
Bottom of coffin [...] 5' fr. surface of desert.
 ","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23826307675"
66167,"oblong grave with rectangular wooden coffin
Two finger & a portion of another bone in the bottom at 
SE corner. against NW comes of coffin a pottery vase
Grave 5' x 3' Coffin [..] x 1'4 1/2"". Bottom of coffin [..] [.] surface of [...]","","","n/a","n/a","Edward N. Reynton","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23826307675"
,,,,,,,,,
,,,,,,,,,
66168,"Cemetery: F.","","","Nov. 15th.","7.","Muhd. Sirhan.","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23199507583"
66168,"","","No descriptive information.","Nov. 15th","7","Muhd Sirhan","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23199507583"
66168,"","","","15 November 1908-9","F. 7","Muhd Sirhan","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23199507583"
,,,,,,,,,
,,,,,,,,,
66169,"[plan]
absolutely empty.
Edward R. Ayrton.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23743770131"
66169,"Absolutely empty.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23743770131"
66169,"absolutely empty","","","n/a","n/a","Edward N. Reynton","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23743770131"
,,,,,,,,,
,,,,,,,,,
66170,"Cemetery: F.","","","Nov. 16.","8.","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23198182014"
66170,"","","No descriptive information.","Nov. 16","8","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23198182014"
66170,"","","","16 November 1908-9","F. 8","n/a","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23198182014"
,,,,,,,,,
,,,,,,,,,
66171,"[plan]
Depth 4' 5"" + app. 12"" loose sand above.
Pottery coffin empty.
Edward R. Ayrton.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23743834551"
66171,"Depth 4'5"" x app. 12""; loose sand above.
Pottery coffin empty.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23743834551"
66171,"Depth 4'.5"" + app 12"" loose sand above
pottery coffin empty","","","n/a","n/a","Edward N. Reynton","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23743834551"
,,,,,,,,,
,,,,,,,,,
66172,"Cemetery: F","","","Nov 16.","9.","Mahd. Salim.","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23800199836"
66172,"","","No descriptive information.","Nov. 16","9","Muhd Salim","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23800199836"
66172,"","","","16 November 1908-9","F. 9","Mahd Salin","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23800199836"
,,,,,,,,,
,,,,,,,,,
66173,"Shaft 3' x 3' abandoned at depth of 8' being dangerous.
Edward R. Ayrton","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23800199646"
66173,"Shaft 3' x 3', abandoned at depth of 8', being dangerous.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23800199646"
66173,"Shaft 3' [.]"" x 3' [.] abandoned at depth 
of 8' being dangerous ","","","n/a","n/a","Edward N. Reynton","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23800199646"
,,,,,,,,,
,,,,,,,,,
66174,"Cemtery: F
Plundered
6 pots of this type [drawing] very rough lying loose in the shaft / D1 D2
 ","reverseCard","","14/11/08","11","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23743833841"
66174,"Plundered.
6 pots of this type, very rough, lying loose in the shaft.","","","14/11/08","11","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23743833841"
66174,"Plundered
6 pots of the type very rough [in margin D1
lying loose in the shaft           [ D2","","","14 November 1908","F. 11","n/a","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23743833841"
,,,,,,,,,
,,,,,,,,,
66175,"[plan]
3 pots of this type at a depth of 3' 6"" ab a 1' of loose sand on the top. Two more of the same type about 8"" below the others & one lying loose about 18"" below the surface.
Lenard S. Loat","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23458362809"
66175,"3 pots of this type at a depth of 3'6"" and a 1' of loose sand on [...] stop. Two more of the same type about 8"" below two others & one lying loose about 13"" below the surface.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23458362809"
66175,"3 pots of type at a depth of 3'6"" at a loose sand
on the top. Two more of the same type above & below [..] others & [..] lying loose above 18"" below the surface ","","","n/a","n/a","L. Lenaw S. Soat","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23458362809"
,,,,,,,,,
,,,,,,,,,
66176,"Cemetery: F
Plundered","","","14/11/08","12","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23199506003"
66176,"Plundered.","","","14/11/08","12","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23199506003"
66176,"Plundered","","","14 November 1908-9","F. 12","n/a","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23199506003"
,,,,,,,,,
,,,,,,,,,
66177,"Deep shaft 4 ft & 18"" sand on the top.
Skull & a few bones found at the bottom in the chamber.
[plan]
W. Leonard S. Loat","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23826305675"
66177,"Deep shaft 4 ft & 18"" sand on the top.
Skull & a few bones found at the bottom in the chamber.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23826305675"
66177,"Deep shaft 4ft & 18 "" sand on the top.
Skull & a few bones found at the bottom in the chamber ","","","n/a","n/a","L. Leonard. S Soat","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23826305675"
,,,,,,,,,
,,,,,,,,,
66178,"Cemetery: F
Plundered
Shallow red glazed dish [drawing]
alabaster vase [drawing]
alabaster vase [drawing]
a shell (bivalve) [drawing]
not recorded.","","","13/11/08","13","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23530620270"
66178,"Plundered.
Shallow red glazed disk.
Alabaster vase.
Alabaster vase.
A shell (bivalve)","","","15/11/08","13","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23530620270"
66178,"Plundered
Shallow red glazed dish
alabaster vase
""                ""
a shell (broken)

not recorded ","","","19 November 1908-9","F. 13","n/a","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23530620270"
,,,,,,,,,
,,,,,,,,,
66179,"Body plundered. Fragments of a wooden coffin.
The articles mentioned on the other side were found about 18"" below the surface. lying loose in the sand.
[plan]
W. Leonard S. Loat","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23800197946"
66179,"Body plundered. Fragments of a wooden coffin.
The articles mentioned are [...] other side were found about 18"" below the surface. Big loose in the sand.[sic]","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23800197946"
66179,"Body plundered. Fragments of a wooden coffin
the articles mentioned on another side were [...]
abal 18"" below the surface, big loose in the sand ","","","n/a","n/a","L. Leonard. S Soat","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23800197946"
,,,,,,,,,
,,,,,,,,,
66180,"


","reverseCard","","","","","Amanda Ford Spora; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23717916662"
66180,"Plundered
red glaze pot 
not recorded 
","reverseCard","","14 November 1908","F 14","n/a","Amanda Ford Spora; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23717916662"
66180,"","reverseCard","","","","asdsad","Amanda Ford Spora; Denis Antoine",,"https://www.flickr.com/photos/25459876@N04/23717916662"
,,,,,,,,,
,,,,,,,,,
66181,"Badly plundered. Roof of chamber fallen in.
[plan]
W. Leonard S. Loat.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23717916422"
66181,"Body plundered. Roof of chamber fallen in.","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23717916422"
66181,"Badly plundered. Roof of chamber fallen in ","","","n/a","n/a","L. Leonard. S Soat","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23717916422"
,,,,,,,,,
,,,,,,,,,
66182,"Cemetery: F
Plundered","","","16/11/08","17","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23826304575"
66182,"Plundered.","","","16/11/08","17","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23826304575"
66182,"Plundered ","","","16 November 1908-9","F. 17","n/a","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23826304575"
,,,,,,,,,
,,,,,,,,,
66183,"Photo 10.
At a depth of 15"" (6'="" of which was loose sand) was found a compact mass 3' x 2' 7"" & 14"" thick in the middle, consisting of duck brown sand mixed with a quantity of cloth, embeded in this mass was a large pot of this shape [drawing], surrounded & the mouth plugged with cloth, traces of feathers & cloth were found inside. On removing this mass a shaft was found [plan]. Roughly 3' square & 5' 8"" deep.
In the SW wall was a chamber containing a body pushed up to one end.
Sir Flinders Petrie says the compact mass above referred to was probably a later intrusion.
W. Leonard S. Loat","","","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",580,"https://www.flickr.com/photos/25459876@N04/23530618690"
66183,"Photo 10.
At a depth of 15"" (6"" of which was loose sand) was found a compact mass 3' x 2'7"" x 14"" thick in the middle, consisting of dark brown sand mixed with a quantity of cloth, embedded in the mass was a large pot of this shape [drawing], surrounded & the mouth plugged with cloth, traces of feathers & cloth were found inside. On removing this mass, a shaft was found, roughly 3' square x 5'8"" deep.
In the SW wall was a chamber containing a body pushed up to one end.","","There is a faint entry written in faded green pencil at the bottom of the description.","","","","Amanda Ford Spora; Susan Magyarody; Denis Antoine",658,"https://www.flickr.com/photos/25459876@N04/23530618690"
66183,"At a depth of 15""(6"" of which was loose sand) was found a 
compact mass 3' x 2'7 & 14"" thick in the middle, consisting of dark
brown sand mixed with a quantity of cloth embedded in the mass
was a large pot of the shape, surmounted & the mouth plugged, with 
cloth traces of feathers & clot were from inside. On removing the mass a shaft was found rougly 3'square & 5'8""deep.
[.] the SW wall was a chamber containing a body pushed up one end. 
[..] [..] [..] says the compact was 
above reformed to was probably a 
latter instrusion. ","","","n/a","n/a","L. Leonard. S Soat","Amanda Ford Spora; Susan Magyarody; Denis Antoine",1401,"https://www.flickr.com/photos/25459876@N04/23530618690"
,,,,,,,,,
,,,,,,,,,
